id,title,artist,created_at,updated_at,img_url,end_date,start_date,venue
225,Gen Hoshino presents MAD HOPE Asia Tour in SEOUL 예상 셋리스트,Gen Hoshino (호시노 겐),2025-09-08 14:00:16.736,2025-09-08 14:00:16.736,http://www.kopis.or.kr/upload/pfmPoster/PF_PF267180_250613_135738.gif,2025-09-13,2025-09-13,올림픽공원
226,Konomi Suzuki Asia Tour [서울] 예상 셋리스트,Konomi Suzuki (코노미 스즈키),2025-09-08 14:00:16.736,2025-09-08 14:00:16.736,http://www.kopis.or.kr/upload/pfmPoster/PF_PF270532_250729_104738.jpg,2025-10-25,2025-10-25,웨스트브릿지 라이브홀
227,"타일러, 더 크리에이터 내한공연 [고양] 예상 셋리스트","Tyler, The Creator (타일러, 더 크리에이터)",2025-09-08 14:00:16.736,2025-09-08 14:00:16.736,http://www.kopis.or.kr/upload/pfmPoster/PF_PF260472_250306_151210.gif,2025-09-14,2025-09-13,킨텍스
228,SEKAI NO OWARI ASIA TOUR: Phoenix in Seoul 예상 셋리스트,SEKAI NO OWARI (세카이 노 오와리),2025-09-08 14:00:16.736,2025-09-08 14:00:16.736,http://www.kopis.or.kr/upload/pfmPoster/PF_PF267682_250707_111523.jpg,2025-09-21,2025-09-20,고려대학교 화정체육관
229,트래비스 스캇 첫 단독 내한공연 [고양] 예상 셋리스트,Travis Scott (트래비스 스캇),2025-09-08 14:00:16.736,2025-09-08 14:00:16.736,http://www.kopis.or.kr/upload/pfmPoster/PF_PF262602_250407_160223.gif,2025-10-25,2025-10-25,고양종합운동장
230,"Hitsujibungaku (히츠지분가쿠) Asia Tour: Right now, right here. [서울] 예상 셋리스트",Hitsujibungaku (히츠지분가쿠),2025-09-08 14:00:16.736,2025-09-08 14:00:16.736,http://www.kopis.or.kr/upload/pfmPoster/PF_PF264088_250430_101459.jpg,2025-09-18,2025-09-18,예스24 라이브홀 )
231,핑크스웨츠 내한공연: Pink Sweat $ Live in Seoul 예상 셋리스트,Pink Sweat$ (핑크스웨츠),2025-09-08 14:22:17.082,2025-09-08 14:22:17.082,http://www.kopis.or.kr/upload/pfmPoster/PF_PF269839_250718_140304.jpg,2025-09-29,2025-09-29,예스24 라이브홀 )
232,"SAKIYAMA SOUSHI 연주이야기 투어, DIARY 예상 셋리스트",SAKIYAMA SOUSHI (사키야마 소우시),2025-09-08 14:22:17.082,2025-09-08 14:22:17.082,http://www.kopis.or.kr/upload/pfmPoster/PF_PF270729_250731_131420.jpg,2025-10-18,2025-10-18,웨스트브릿지 라이브홀
233,에릭 마틴 내한공연 예상 셋리스트,Eric Martin (에릭 마틴),2025-09-08 14:22:17.082,2025-09-08 14:22:17.082,http://www.kopis.or.kr/upload/pfmPoster/PF_PF271230_250807_165112.gif,2025-09-17,2025-09-17,무신사 개러지 )
234,ARGY 내한 콘서트 1st show in korea 예상 셋리스트,ARGY (아르지),2025-09-08 14:22:17.082,2025-09-08 14:22:17.082,http://www.kopis.or.kr/upload/pfmPoster/PF_PF273107_250901_145356.jpg,2025-09-13,2025-09-13,문화비축기지
235,MADKID LIVE TOUR: MAZE MUSEUM [서울 (앵콜) ] 예상 셋리스트,MADKID (매드키드),2025-09-08 14:22:17.082,2025-09-08 14:22:17.082,http://www.kopis.or.kr/upload/pfmPoster/PF_PF269111_250709_160919.jpg,2025-09-06,2025-09-06,대원 팝콘D 스퀘어
236,오아시스 내한공연 [고양] 예상 셋리스트,Oasis (오아시스),2025-09-08 14:22:17.082,2025-09-08 14:22:17.082,http://www.kopis.or.kr/upload/pfmPoster/PF_PF254817_241128_113659.gif,2025-10-21,2025-10-21,고양종합운동장
237,TOMIOKA AI ASIA TOUR [서울] 예상 셋리스트,TOMIOKA AI (토미오카 아이),2025-09-08 14:22:17.082,2025-09-08 14:22:17.082,http://www.kopis.or.kr/upload/pfmPoster/PF_PF270251_250724_130322.jpg,2025-10-19,2025-10-19,예스24 원더로크홀
238,PURA LANA #2 John Carroll Kirby [제주] 예상 셋리스트,John Carroll Kirby (존 캐럴 커비),2025-09-08 14:22:17.082,2025-09-08 14:22:17.082,http://www.kopis.or.kr/upload/pfmPoster/PF_PF272001_250819_100900.gif,2025-09-27,2025-09-27,하우스오브레퓨즈
239,Creepy Nuts ASIA TOUR in Seoul 예상 셋리스트,Creepy Nuts (크리피 너츠),2025-09-08 14:22:17.082,2025-09-08 14:22:17.082,http://www.kopis.or.kr/upload/pfmPoster/PF_PF268911_250710_112741.jpg,2025-10-19,2025-10-18,예스24 라이브홀 )
240,toe New Album Release Tour: NOW WE SEE THE LIGHT [서울] 예상 셋리스트,toe (토),2025-09-08 14:22:17.082,2025-09-08 14:22:17.082,http://www.kopis.or.kr/upload/pfmPoster/PF_PF264091_250430_102242.gif,2025-10-01,2025-10-01,무신사 개러지 )
241,JORDANN ASIA TOUR IN SEOUL 예상 셋리스트,JORDANN (조던),2025-09-08 14:22:17.082,2025-09-08 14:22:17.082,http://www.kopis.or.kr/upload/pfmPoster/PF_PF271815_250818_111439.gif,2025-10-01,2025-10-01,롤링홀
242,"NEMOPHILA Live, MVXS 5 [서울] 예상 셋리스트",NEMOPHILA (네모필라),2025-09-08 14:22:17.082,2025-09-08 14:22:17.082,http://www.kopis.or.kr/upload/pfmPoster/PF_PF272043_250819_112748.jpg,2025-10-25,2025-10-25,예스24 원더로크홀
243,챤미나 내한공연: CHANMINA AREA OF DIAMOND3 예상 셋리스트,CHANMINA (챤미나),2025-09-08 14:22:17.082,2025-09-08 14:22:17.082,http://www.kopis.or.kr/upload/pfmPoster/PF_PF268061_250625_132754.gif,2025-09-18,2025-09-18,무신사 개러지 )
244,toconoma ISLAND World Tour [서울] 예상 셋리스트,toconoma (토코노마),2025-09-08 14:22:17.082,2025-09-08 14:22:17.082,http://www.kopis.or.kr/upload/pfmPoster/PF_PF269733_250717_133932.jpg,2025-09-14,2025-09-14,KT&G 상상마당 라이브홀
245,제이크 밀러 첫 단독 내한공연 JAKE MILLER BALANCE TOUR 예상 셋리스트,JAKE MILLER (제이크 밀러),2025-09-08 14:22:17.082,2025-09-08 14:22:17.082,http://www.kopis.or.kr/upload/pfmPoster/PF_PF268438_250703_114113.gif,2025-09-27,2025-09-27,무신사 개러지 )
246,톰 그래넌 내한공연 GRENNAN'25 예상 셋리스트,Tom Grennan (톰 그래넌),2025-09-08 14:22:17.082,2025-09-08 14:22:17.082,http://www.kopis.or.kr/upload/pfmPoster/PF_PF264128_250430_114422.jpg,2025-10-02,2025-10-02,예스24 라이브홀 )
247,뮤즈 내한공연 (MUSE LIVE IN KOREA) 예상 셋리스트,MUSE (뮤즈),2025-09-08 14:22:17.082,2025-09-08 14:22:17.082,http://www.kopis.or.kr/upload/pfmPoster/PF_PF269043_250709_131440.jpg,2025-09-27,2025-09-27,인천문학경기장
248,녹황색사회 아시아 투어 예상 셋리스트,Ryokuoushoku Shakai (녹황색사회),2025-09-08 14:22:17.082,2025-09-08 14:22:17.082,http://www.kopis.or.kr/upload/pfmPoster/PF_PF269391_250714_150135.jpg,2025-10-12,2025-10-11,예스24 라이브홀 )
249,ASCA ASIA TOUR [서울] 예상 셋리스트,ASCA (아스카),2025-09-08 14:22:17.082,2025-09-08 14:22:17.082,http://www.kopis.or.kr/upload/pfmPoster/PF_PF271512_250813_111739.jpg,2025-09-27,2025-09-27,웨스트브릿지 라이브홀
250,Jacky Cheung 60+ Concert Tour [인천] 예상 셋리스트,Jacky Cheung (장학우),2025-09-08 14:22:17.082,2025-09-08 14:22:17.082,http://www.kopis.or.kr/upload/pfmPoster/PF_PF270194_250723_135750.gif,2025-09-13,2025-09-13,인스파이어
251,"SCANDAL TOUR: LOVE, SPARK, JOY! [서울] 예상 셋리스트",SCANDAL (스캔들),2025-09-08 14:22:17.082,2025-09-08 14:22:17.082,http://www.kopis.or.kr/upload/pfmPoster/PF_PF264089_250430_101459.jpg,2025-09-27,2025-09-27,예스24 원더로크홀
252,Daoko THE YOU ZIZAI ASIA TOUR [서울] 예상 셋리스트,Daoko (다오코),2025-09-08 14:22:17.082,2025-09-08 14:22:17.082,http://www.kopis.or.kr/upload/pfmPoster/PF_PF269891_250721_125418.gif,2025-09-20,2025-09-20,스페이스브릭 )
253,Minami Earthtication [서울] 예상 셋리스트,Minami (미나미),2025-09-08 14:22:17.082,2025-09-08 14:22:17.082,http://www.kopis.or.kr/upload/pfmPoster/PF_PF267756_250620_141005.jpg,2025-09-12,2025-09-12,예스24 라이브홀 )
254,Novelbright LIVE TOUR [서울] 예상 셋리스트,Novelbright (노벨브라이트),2025-09-08 14:22:17.082,2025-09-08 14:22:17.082,http://www.kopis.or.kr/upload/pfmPoster/PF_PF271282_250808_101507.jpg,2025-10-11,2025-10-11,잠실학생체육관
255,My Dying Bride 내한공연 예상 셋리스트,My Dying Bride (마이 다잉 브라이드),2025-09-08 14:22:17.082,2025-09-08 14:22:17.082,http://www.kopis.or.kr/upload/pfmPoster/PF_PF266945_250611_111502.png,2025-09-21,2025-09-21,웨스트브릿지 라이브홀
256,yama Asia Tour: 호시탐탐 [서울] 예상 셋리스트,yama (야마),2025-09-08 14:22:17.082,2025-09-08 14:22:17.082,http://www.kopis.or.kr/upload/pfmPoster/PF_PF268127_250626_104131.jpg,2025-10-11,2025-10-11,예스24 원더로크홀
257,크리스토퍼 내한공연 CHRISTOPHER LIVE [서울] 예상 셋리스트,CHRISTOPHER (크리스토퍼),2025-09-08 14:22:17.082,2025-09-08 14:22:17.082,http://www.kopis.or.kr/upload/pfmPoster/PF_PF268047_250625_130308.jfif,2025-09-06,2025-09-06,올림픽공원 )
258,Gen Hoshino presents MAD HOPE Asia Tour in SEOUL 예상 셋리스트,Gen Hoshino (호시노 겐),2025-09-08 14:22:17.082,2025-09-08 14:22:17.082,http://www.kopis.or.kr/upload/pfmPoster/PF_PF267180_250613_135738.gif,2025-09-13,2025-09-13,올림픽공원
259,Konomi Suzuki Asia Tour [서울] 예상 셋리스트,Konomi Suzuki (코노미 스즈키),2025-09-08 14:22:17.082,2025-09-08 14:22:17.082,http://www.kopis.or.kr/upload/pfmPoster/PF_PF270532_250729_104738.jpg,2025-10-25,2025-10-25,웨스트브릿지 라이브홀
260,"타일러, 더 크리에이터 내한공연 [고양] 예상 셋리스트","Tyler, The Creator (타일러, 더 크리에이터)",2025-09-08 14:22:17.082,2025-09-08 14:22:17.082,http://www.kopis.or.kr/upload/pfmPoster/PF_PF260472_250306_151210.gif,2025-09-14,2025-09-13,킨텍스
261,SEKAI NO OWARI ASIA TOUR: Phoenix in Seoul 예상 셋리스트,SEKAI NO OWARI (세카이 노 오와리),2025-09-08 14:22:17.082,2025-09-08 14:22:17.082,http://www.kopis.or.kr/upload/pfmPoster/PF_PF267682_250707_111523.jpg,2025-09-21,2025-09-20,고려대학교 화정체육관
262,트래비스 스캇 첫 단독 내한공연 [고양] 예상 셋리스트,Travis Scott (트래비스 스캇),2025-09-08 14:22:17.082,2025-09-08 14:22:17.082,http://www.kopis.or.kr/upload/pfmPoster/PF_PF262602_250407_160223.gif,2025-10-25,2025-10-25,고양종합운동장
263,"Hitsujibungaku (히츠지분가쿠) Asia Tour: Right now, right here. [서울] 예상 셋리스트",Hitsujibungaku (히츠지분가쿠),2025-09-08 14:22:17.082,2025-09-08 14:22:17.082,http://www.kopis.or.kr/upload/pfmPoster/PF_PF264088_250430_101459.jpg,2025-09-18,2025-09-18,예스24 라이브홀 )
