concert_title,category,content,img_url
MAISONdes LIVE: ROOM TO ROOM,티켓팅 및 가격 정보,MAISONdes LIVE: ROOM TO ROOM in SEOUL (2024년 5월 11일 공연 기준)의 공식 예매는 멜론티켓과 YES24 티켓을 통해 진행되었어요. 예매 시작일은 2024년 3월 29일 (금) 12시 (정오)였어요. 1인당 4매까지 예매가 가능했어요. 예매 마감 후 잔여석에 한해 현장 판매가 진행될 수 있다는 안내가 있었어요.,
MAISONdes LIVE: ROOM TO ROOM,공연장 편의시설,"MAISONdes LIVE: ROOM TO ROOM in SEOUL이 개최되었던 YES24 라이브홀은 주차 공간이 협소하여 대중교통 이용을 권장합니어요. 지하철 5호선 광나루역 2번 출구에서 도보 약 5분 거리에 위치해 있어요. 유료 주차장이 있으나 만차일 가능성이 높고, 인근 광진구 공영주차장이나 어린이대공원 주차장 등을 이용할 수 있었어요.",
MAISONdes LIVE: ROOM TO ROOM,공연장 편의시설,"MAISONdes LIVE: ROOM TO ROOM in SEOUL 공연장인 YES24 라이브홀에는 유료 물품 보관함(코인 락커)이 운영되었어요. 공연 당일 현장에서 MAISONdes 공식 MD 부스가 운영될 예정이라고 안내되었어요. 공연장 내부에 직접적인 카페나 편의점은 없지만, 광나루역 인근에 다양한 카페와 편의시설이 마련되어 있어요.",
"Hitsujibungaku (히츠지분가쿠) Asia Tour: Right now, right here. [서울]",입장 및 관람 규칙,"티켓 부스는 공연 시작 1시간 30분 전부터 운영되었으며, 공연장 입장은 공연 시작 30분 전부터 진행되었어요. 입장은 공연 시작 전까지 혼잡할 수 있으니 여유롭게 도착하시는 것을 권장했어요.",
"Hitsujibungaku (히츠지분가쿠) Asia Tour: Right now, right here. [서울]",입장 및 관람 규칙,"외부 음식물 및 음료는 공연장 내 반입이 불가하며, 공연장 내에서 판매하는 품목만 허용되었어요. 폭죽, 레이저 포인터, 플래시 등 다른 관객에게 방해가 될 수 있는 물품의 반입 및 사용은 엄격히 금지되었어요.",
"Hitsujibungaku (히츠지분가쿠) Asia Tour: Right now, right here. [서울]",입장 및 관람 규칙,"공연장 내에서의 사진, 동영상 촬영 및 녹음은 일체 금지되어 있었어요. 위반 시 녹화된 자료는 삭제되고 강제 퇴장될 수 있으니 유의해야 했어요.",
"Hitsujibungaku (히츠지분가쿠) Asia Tour: Right now, right here. [서울]",티켓팅 및 가격 정보,"공식 티켓 가격은 스탠딩 A 구역 88,000원, 스탠딩 B 구역 88,000원으로 확인되었어요.",
"Hitsujibungaku (히츠지분가쿠) Asia Tour: Right now, right here. [서울]",티켓팅 및 가격 정보,티켓은 YES24 Ticket을 통해 단독 판매되었어요. 1인당 4매까지 예매 가능했어요.,
"Hitsujibungaku (히츠지분가쿠) Asia Tour: Right now, right here. [서울]",공연장 편의시설,"무신사 개러지에는 별도의 주차 공간이 제공되지 않으므로, 가급적 대중교통을 이용하시는 것이 좋어요. 지하철 이용 시 홍대입구역(2호선, 경의중앙선, 공항철도) 9번 출구에서 도보 약 5분 거리에 위치해 있어요. 자가용 이용 시에는 인근 유료 공영 주차장을 이용해야 합니어요.",
"Hitsujibungaku (히츠지분가쿠) Asia Tour: Right now, right here. [서울]",공연장 편의시설,공연 당일 현장에서 공식 MD(굿즈) 판매 부스가 운영될 예정이었어요. 공연장 내에는 간단한 음료를 구매할 수 있는 바가 마련되어 있어요.,
